concept,code,name,level,parent
nace_r2,K66,Activities auxiliary to financial services and insurance activities,2,K
nace_r2,K661,"Activities auxiliary to financial services, except insurance and pension funding",3,K66
nace_r2,K6611,Administration of financial markets,4,K661
nace_r2,K6612,Security and commodity contracts brokerage,4,K661
nace_r2,K6619,"Other activities auxiliary to financial services, except insurance and pension funding",4,K661
nace_r2,K662,Activities auxiliary to insurance and pension funding,3,K66
nace_r2,K6621,Risk and damage evaluation,4,K662
nace_r2,K6622,Activities of insurance agents and brokers,4,K662
nace_r2,K6629,Other activities auxiliary to insurance and pension funding,4,K662
nace_r2,K663,Fund management activities,3,K66
nace_r2,K6630,Fund management activities,4,K663
nace_r2,KIA,Total knowledge-intensive activities,0,NULL
nace_r2,KIABI,Knowledge-intensive activities - business industries,0,NULL
nace_r2,KIABI_X_K_R90,Non-financial knowledge-intensive activities - business industries,0,NULL
nace_r2,KIBS,Knowledge intensive business services,0,NULL
nace_r2,KIS,Total knowledge-intensive services,0,NULL
nace_r2,KIS_HTC,Knowledge-intensive high-technology services,0,NULL
nace_r2,KIS_HTC_X_M72,Knowledge-intensive high-technology services required by STS regulation,0,NULL
nace_r2,KIS_MKT,Knowledge-intensive market services,0,NULL
nace_r2,KIS_MKT_OTH,Knowledge-intensive market services (except financial intermediation and high-technology services),0,NULL
nace_r2,KIS_OTH,Other knowledge-intensive services,0,NULL
nace_r2,K_L,Financial and insurance activities; real estate activities,0,NULL
nace_r2,K_L_X_K642,Financial and insurance activities; real estate activities except activities of holding companies,0,NULL
nace_r2,K_X_K642,Financial and insurance activities except activities of holding companies,0,NULL
nace_r2,L,Real estate activities,1,NULL
nace_r2,L-N_R_S,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",0,NULL
nace_r2,L68,Real estate activities,2,L
nace_r2,L681,Buying and selling of own real estate,3,L68
nace_r2,L6810,Buying and selling of own real estate,4,L681
nace_r2,L682,Renting and operating of own or leased real estate,3,L68
nace_r2,L6820,Renting and operating of own or leased real estate,4,L682
nace_r2,L683,Real estate activities on a fee or contract basis,3,L68
nace_r2,L6831,Real estate agencies,4,L683
nace_r2,L6832,Management of real estate on a fee or contract basis,4,L683
nace_r2,L68A,Imputed rents of owner-occupied dwellings,0,NULL
nace_r2,LKIS,Total less knowledge-intensive services,0,NULL
nace_r2,LKIS_MKT,Less knowledge-intensive market services,0,NULL
nace_r2,LKIS_MKT_STS,Less knowledge-intensive market services required by STS regulation,0,NULL
nace_r2,LKIS_OTH,Other less knowledge-intensive services,0,NULL
nace_r2,L_M,"Real estate activities; professional, scientific and technical activities",0,NULL
nace_r2,M,"Professional, scientific and technical activities",1,NULL
nace_r2,M69,Legal and accounting activities,2,M
nace_r2,M69-M71,Legal and accounting activities; activities of head offices; management consultancy activities; architectural and engineering activities; technical testing and analysis,0,NULL
nace_r2,M69-M74,"Legal and accounting activities; activities of head offices; management consultancy activities; architectural and engineering activities; technical testing and analysis; scientific research and development; advertising and market research; other professional, scientific and technical activities",0,NULL
nace_r2,M691,Legal activities,3,M69
nace_r2,M6910,Legal activities,4,M691
nace_r2,M692,"Accounting, bookkeeping and auditing activities; tax consultancy",3,M69
nace_r2,M6920,"Accounting, bookkeeping and auditing activities; tax consultancy",4,M692
nace_r2,M69_M70,Legal and accounting activities; activities of head offices; management consultancy activities,0,NULL
nace_r2,M69_M702,"Legal, accounting and management consultancy activities",0,NULL
nace_r2,M70,Activities of head offices; management consultancy activities,2,M
nace_r2,M701,Activities of head offices,3,M70
nace_r2,M7010,Activities of head offices,4,M701
nace_r2,M702,Management consultancy activities,3,M70
nace_r2,M7021,Public relations and communication activities,4,M702
nace_r2,M7022,Business and other management consultancy activities,4,M702
nace_r2,M71,Architectural and engineering activities; technical testing and analysis,2,M
nace_r2,M71-M73,Architectural and engineering activities; technical testing and analysis; scientific research and development; advertising and market research,0,NULL
nace_r2,M711,Architectural and engineering activities and related technical consultancy,3,M71
nace_r2,M7111,Architectural activities,4,M711
nace_r2,M7112,Engineering activities and related technical consultancy,4,M711
nace_r2,M712,Technical testing and analysis,3,M71
nace_r2,M7120,Technical testing and analysis,4,M712
nace_r2,M72,Scientific research and development,2,M
nace_r2,M721,Research and experimental development on natural sciences and engineering,3,M72
nace_r2,M7211,Research and experimental development on biotechnology,4,M721
nace_r2,M7219,Other research and experimental development on natural sciences and engineering,4,M721
nace_r2,M722,Research and experimental development on social sciences and humanities,3,M72
nace_r2,M7220,Research and experimental development on social sciences and humanities,4,M722
nace_r2,M73,Advertising and market research,2,M
nace_r2,M73-M75,"Advertising and market research; other professional, scientific and technical activities; veterinary activities",0,NULL
nace_r2,M731,Advertising,3,M73
nace_r2,M7311,Advertising agencies,4,M731
nace_r2,M7312,Media representation,4,M731
nace_r2,M732,Market research and public opinion polling,3,M73
nace_r2,M7320,Market research and public opinion polling,4,M732
nace_r2,M74,"Other professional, scientific and technical activities",2,M
nace_r2,M741,Specialised design activities,3,M74
nace_r2,M7410,Specialised design activities,4,M741
nace_r2,M742,Photographic activities,3,M74
nace_r2,M7420,Photographic activities,4,M742
nace_r2,M743,Translation and interpretation activities,3,M74
nace_r2,M7430,Translation and interpretation activities,4,M743
nace_r2,M749,"Other professional, scientific and technical activities n.e.c.",3,M74
nace_r2,M7490,"Other professional, scientific and technical activities n.e.c.",4,M749
nace_r2,M74_M75,"Other professional, scientific and technical activities; veterinary activities",0,NULL
nace_r2,M75,Veterinary activities,2,M
nace_r2,M750,Veterinary activities,3,M75
nace_r2,M7500,Veterinary activities,4,M750
nace_r2,MIG_CAG,MIG - capital goods,0,NULL
nace_r2,MIG_CAG_ORD,"MIG - capital goods, for new orders",0,NULL
nace_r2,MIG_COG,MIG - consumer goods,0,NULL
nace_r2,MIG_COG_ORD,"MIG - consumer goods, for new orders",0,NULL
nace_r2,MIG_COG_X_FOOD,"MIG - consumer goods (except food, beverages and tobacco)",0,NULL
nace_r2,MIG_DCOG,MIG - durable consumer goods,0,NULL
nace_r2,MIG_DCOG_ORD,"MIG - durable consumer goods, for new orders",0,NULL
nace_r2,MIG_ING,MIG - intermediate goods,0,NULL
nace_r2,MIG_ING_CAG,MIG - intermediate and capital goods,0,NULL
nace_r2,MIG_ING_ORD,"MIG - intermediate goods, for new orders",0,NULL
nace_r2,MIG_NDCOG,MIG - non-durable consumer goods,0,NULL
nace_r2,MIG_NDCOG_ORD,"MIG - non-durable consumer goods, for new orders",0,NULL
nace_r2,MIG_NRG,MIG - energy,0,NULL
nace_r2,MIG_NRG_X_D_E,MIG - energy (except sections D and E),0,NULL
nace_r2,MIG_NRG_X_E,MIG - energy (except section E),0,NULL
nace_r2,MU_WST,Municipal waste,0,NULL
nace_r2,M_N,"Professional, scientific and technical activities; administrative and support service activities",0,NULL
nace_r2,M_S,"Professional, scientific and technical activities; other service activities",0,NULL
nace_r2,M_STS,"Professional, scientific and technical activities required by STS regulation",0,NULL
nace_r2,N,Administrative and support service activities,1,NULL
nace_r2,N77,Rental and leasing activities,2,N
nace_r2,N77-N82_X_N79,"Activities for rental and leasing, employment, security and investigation, services to buildings and landscape, office administrative, office support and other business support",0,NULL
nace_r2,N771,Renting and leasing of motor vehicles,3,N77
nace_r2,N7711,Renting and leasing of cars and light motor vehicles,4,N771
nace_r2,N7712,Renting and leasing of trucks,4,N771
nace_r2,N771_N7721,"Renting and leasing of motor vehicles, recreational and sports goods",0,NULL
nace_r2,N772,Renting and leasing of personal and household goods,3,N77
nace_r2,N7721,Renting and leasing of recreational and sports goods,4,N772
nace_r2,N7722,Renting of video tapes and disks,4,N772
nace_r2,N7729,Renting and leasing of other personal and household goods,4,N772
nace_r2,N773,"Renting and leasing of other machinery, equipment and tangible goods",3,N77
nace_r2,N7731,Renting and leasing of agricultural machinery and equipment,4,N773
nace_r2,N7732,Renting and leasing of construction and civil engineering machinery and equipment,4,N773
nace_r2,N7733,Renting and leasing of office machinery and equipment (including computers),4,N773
nace_r2,N7734,Renting and leasing of water transport equipment,4,N773
nace_r2,N7735,Renting and leasing of air transport equipment,4,N773
nace_r2,N7739,"Renting and leasing of other machinery, equipment and tangible goods n.e.c.",4,N773
nace_r2,N774,"Leasing of intellectual property and similar products, except copyrighted works",3,N77
nace_r2,N7740,"Leasing of intellectual property and similar products, except copyrighted works",4,N774
nace_r2,N78,Employment activities,2,N
nace_r2,N78-N82,"Employment, travel agency, security and investigation, service and landscape, office administrative and support activities",0,NULL
nace_r2,N781,Activities of employment placement agencies,3,N78
nace_r2,N7810,Activities of employment placement agencies,4,N781
nace_r2,N782,Temporary employment agency activities,3,N78
nace_r2,N7820,Temporary employment agency activities,4,N782
nace_r2,N783,Other human resources provision,3,N78
nace_r2,N7830,Other human resources provision,4,N783
nace_r2,N79,"Travel agency, tour operator and other reservation service and related activities",2,N
nace_r2,N791,Travel agency and tour operator activities,3,N79
nace_r2,N7911,Travel agency activities,4,N791
nace_r2,N7912,Tour operator activities,4,N791
nace_r2,N799,Other reservation service and related activities,3,N79
nace_r2,N7990,Other reservation service and related activities,4,N799
nace_r2,N80,Security and investigation activities,2,N
nace_r2,N80-N82,"Security and investigation, service and landscape, office administrative and support activities",0,NULL
nace_r2,N801,Private security activities,3,N80
nace_r2,N8010,Private security activities,4,N801
nace_r2,N802,Security systems service activities,3,N80
nace_r2,N8020,Security systems service activities,4,N802
nace_r2,N803,Investigation activities,3,N80
nace_r2,N8030,Investigation activities,4,N803
nace_r2,N81,Services to buildings and landscape activities,2,N
nace_r2,N811,Combined facilities support activities,3,N81
nace_r2,N8110,Combined facilities support activities,4,N811
nace_r2,N812,Cleaning activities,3,N81
nace_r2,N8121,General cleaning of buildings,4,N812
nace_r2,N8122,Other building and industrial cleaning activities,4,N812
nace_r2,N8129,Other cleaning activities,4,N812
nace_r2,N813,Landscape service activities,3,N81
nace_r2,N8130,Landscape service activities,4,N813
nace_r2,N82,"Office administrative, office support and other business support activities",2,N
nace_r2,N821,Office administrative and support activities,3,N82
nace_r2,N8211,Combined office administrative service activities,4,N821
nace_r2,N8219,"Photocopying, document preparation and other specialised office support activities",4,N821
nace_r2,N822,Activities of call centres,3,N82
nace_r2,N8220,Activities of call centres,4,N822
nace_r2,N823,Organisation of conventions and trade shows,3,N82
nace_r2,N8230,Organisation of conventions and trade shows,4,N823
nace_r2,N829,Business support service activities n.e.c.,3,N82
nace_r2,N8291,Activities of collection agencies and credit bureaus,4,N829
nace_r2,N8292,Packaging activities,4,N829
nace_r2,N8299,Other business support service activities n.e.c.,4,N829
nace_r2,NAFT,"All NACE activities (except agriculture, fishing and transport) - non AFT",0,NULL
nace_r2,NAL,Not allocated,0,NULL
nace_r2,NAP,Not applicable,0,NULL
nace_r2,NRG_FLOW,Energy flows over all activities,0,NULL
nace_r2,NRP,No response,0,NULL
nace_r2,NSP,Not specified,0,NULL
nace_r2,N_STS,Administrative and support service activities required by STS regulation,0,NULL
nace_r2,O,Public administration and defence; compulsory social security,1,NULL
nace_r2,O-Q,"Public administration, defence, education, human health and social work activities",0,NULL
nace_r2,O-R_U,"Public administration, defence, education, human health and social work activities; arts, entertainment and recreation; activities of extraterritorial organisations and bodies",0,NULL
nace_r2,O-S,"Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation; other service activities",0,NULL
nace_r2,O-U,"Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation, repair of household goods and other services",0,NULL
nace_r2,O84,Public administration and defence; compulsory social security,2,O
nace_r2,O841,Administration of the State and the economic and social policy of the community,3,O84
nace_r2,O8411,General public administration activities,4,O841
nace_r2,O8412,"Regulation of the activities of providing health care, education, cultural services and other social services, except social security",4,O841
nace_r2,O8413,Regulation of and contribution to more efficient operation of businesses,4,O841
nace_r2,O842,Provision of services to the community as a whole,3,O84
nace_r2,O8421,Foreign affairs,4,O842
nace_r2,O8422,Defence activities,4,O842
nace_r2,O8423,Justice and judicial activities,4,O842
nace_r2,O8424,Public order and safety activities,4,O842
nace_r2,O8425,Fire service activities,4,O842
nace_r2,O843,Compulsory social security activities,3,O84
nace_r2,O8430,Compulsory social security activities,4,O843
nace_r2,OTH,Other NACE activities,0,NULL
nace_r2,O_P,Public administration and defence; compulsory social security and education,0,NULL
nace_r2,O_T_U,Public administration; activities of households and of extraterritorial organisations,0,NULL
nace_r2,O_U,Public administration; activities of extraterritorial organisations and bodies,0,NULL
nace_r2,P,Education,1,NULL
nace_r2,P-S,"Education; human health and social work activities; arts, entertainment and recreation; other service activities",0,NULL
nace_r2,P-S_X_S94,Education; human health and social work activities; except activities of membership organisations,0,NULL
nace_r2,P85,Education,2,P
nace_r2,P851,Pre-primary education,3,P85
nace_r2,P8510,Pre-primary education,4,P851
nace_r2,P852,Primary education,3,P85
nace_r2,P8520,Primary education,4,P852
nace_r2,P853,Secondary education,3,P85
nace_r2,P8531,General secondary education,4,P853
nace_r2,P8532,Technical and vocational secondary education,4,P853
nace_r2,P854,Higher education,3,P85
nace_r2,P8541,Post-secondary non-tertiary education,4,P854
nace_r2,P8542,Tertiary education,4,P854
nace_r2,P855,Other education,3,P85
nace_r2,P8551,Sports and recreation education,4,P855
nace_r2,P8552,Cultural education,4,P855
nace_r2,P8553,Driving school activities,4,P855
nace_r2,P8559,Other education n.e.c.,4,P855
nace_r2,P856,Educational support activities,3,P85
nace_r2,P8560,Educational support activities,4,P856
nace_r2,PLTR,Passenger land transport,0,NULL
nace_r2,PLWTR,Passenger land and water transport,0,NULL
nace_r2,PRTR,Passenger road transport,0,NULL
nace_r2,PRV_RE,Private real estate activities,0,NULL
nace_r2,PTR,Passenger transport,0,NULL
nace_r2,PWTR,Passenger water transport,0,NULL
nace_r2,P_Q,Education; human health and social work activities,0,NULL
nace_r2,Q,Human health and social work activities,1,NULL
nace_r2,Q86,Human health activities,2,Q
nace_r2,Q861,Hospital activities,3,Q86
nace_r2,Q8610,Hospital activities,4,Q861
nace_r2,Q862,Medical and dental practice activities,3,Q86
nace_r2,Q8621,General medical practice activities,4,Q862
nace_r2,Q8622,Specialist medical practice activities,4,Q862
nace_r2,Q8623,Dental practice activities,4,Q862
nace_r2,Q869,Other human health activities,3,Q86
nace_r2,Q8690,Other human health activities,4,Q869
nace_r2,Q87,Residential care activities,2,Q
nace_r2,Q871,Residential nursing care activities,3,Q87
nace_r2,Q8710,Residential nursing care activities,4,Q871
nace_r2,Q872,"Residential care activities for mental retardation, mental health and substance abuse",3,Q87
nace_r2,Q8720,"Residential care activities for mental retardation, mental health and substance abuse",4,Q872
nace_r2,Q873,Residential care activities for the elderly and disabled,3,Q87
nace_r2,Q8730,Residential care activities for the elderly and disabled,4,Q873
nace_r2,Q879,Other residential care activities,3,Q87
nace_r2,Q8790,Other residential care activities,4,Q879
nace_r2,Q87_Q88,Residential care activities and social work activities without accommodation,0,NULL
nace_r2,Q88,Social work activities without accommodation,2,Q
nace_r2,Q881,Social work activities without accommodation for the elderly and disabled,3,Q88
nace_r2,Q8810,Social work activities without accommodation for the elderly and disabled,4,Q881
nace_r2,Q889,Other social work activities without accommodation,3,Q88
nace_r2,Q8891,Child day-care activities,4,Q889
nace_r2,Q8899,Other social work activities without accommodation n.e.c.,4,Q889
nace_r2,R,"Arts, entertainment and recreation",1,NULL
nace_r2,R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",0,NULL
nace_r2,R90,"Creative, arts and entertainment activities",2,R
nace_r2,R90-R92,"Creative, arts and entertainment activities; libraries, archives, museums and other cultural activities; gambling and betting activities",0,NULL
nace_r2,R900,"Creative, arts and entertainment activities",3,R90
nace_r2,R9001,Performing arts,4,R900
nace_r2,R9002,Support activities to performing arts,4,R900
nace_r2,R9003,Artistic creation,4,R900
nace_r2,R9004,Operation of arts facilities,4,R900
nace_r2,R91,"Libraries, archives, museums and other cultural activities",2,R
nace_r2,R910,"Libraries, archives, museums and other cultural activities",3,R91
nace_r2,R9101,Library and archives activities,4,R910
nace_r2,R9102,Museums activities,4,R910
nace_r2,R9103,Operation of historical sites and buildings and similar visitor attractions,4,R910
nace_r2,R9104,Botanical and zoological gardens and nature reserves activities,4,R910
nace_r2,R92,Gambling and betting activities,2,R
nace_r2,R920,Gambling and betting activities,3,R92
nace_r2,R9200,Gambling and betting activities,4,R920
nace_r2,R92_R93,Gambling and betting activities; sporting and other recreational activities,0,NULL
nace_r2,R93,Sports activities and amusement and recreation activities,2,R
nace_r2,R931,Sports activities,3,R93
nace_r2,R9311,Operation of sports facilities,4,R931
nace_r2,R9312,Activities of sport clubs,4,R931
nace_r2,R9313,Fitness facilities,4,R931
nace_r2,R9319,Other sports activities,4,R931
nace_r2,R932,Amusement and recreation activities,3,R93
nace_r2,R9321,Activities of amusement parks and theme parks,4,R932
nace_r2,R9329,Other amusement and recreation activities,4,R932
nace_r2,ROW_ACT,Economic activities of the rest of the world,0,NULL
nace_r2,R_S,"Arts, entertainment and recreation; other service activities",0,NULL
nace_r2,R_S_X_S94,"Arts, entertainment and recreation; other service activities; except activities of membership organisations",0,NULL
nace_r2,S,Other service activities,1,NULL
nace_r2,S-U,Other service activities; activities of households as employers and extraterritorial organisations and bodies,0,NULL
nace_r2,S94,Activities of membership organisations,2,S
nace_r2,S941,"Activities of business, employers and professional membership organisations",3,S94
nace_r2,S9411,Activities of business and employers membership organisations,4,S941
nace_r2,S9412,Activities of professional membership organisations,4,S941
nace_r2,S942,Activities of trade unions,3,S94
nace_r2,S9420,Activities of trade unions,4,S942
nace_r2,S949,Activities of other membership organisations,3,S94
nace_r2,S9491,Activities of religious organisations,4,S949
nace_r2,S9492,Activities of political organisations,4,S949
nace_r2,S9499,Activities of other membership organisations n.e.c.,4,S949
nace_r2,S95,Repair of computers and personal and household goods,2,S
nace_r2,S951,Repair of computers and communication equipment,3,S95
nace_r2,S9511,Repair of computers and peripheral equipment,4,S951
nace_r2,S9512,Repair of communication equipment,4,S951
nace_r2,S952,Repair of personal and household goods,3,S95
nace_r2,S9521,Repair of consumer electronics,4,S952
nace_r2,S9522,Repair of household appliances and home and garden equipment,4,S952
nace_r2,S9523,Repair of footwear and leather goods,4,S952
nace_r2,S9524,Repair of furniture and home furnishings,4,S952
nace_r2,S9525,"Repair of watches, clocks and jewellery",4,S952
nace_r2,S9529,Repair of other personal and household goods,4,S952
nace_r2,S95_S96,"Repair of computers, personal and household goods; other personal service activities",0,NULL
nace_r2,S96,Other personal service activities,2,S
nace_r2,S960,Other personal service activities,3,S96
nace_r2,S9601,Washing and (dry-)cleaning of textile and fur products,4,S960
nace_r2,S9602,Hairdressing and other beauty treatment,4,S960
nace_r2,S9603,Funeral and related activities,4,S960
nace_r2,S9604,Physical well-being activities,4,S960
nace_r2,S9609,Other personal service activities n.e.c.,4,S960
nace_r2,SD_SU,Statistical discrepancy between supply and use of energy for total activities,0,NULL
nace_r2,SERV_OTH,"Construction, services of the business economy except knowledge-intensive market services, financial and insurance activities",0,NULL
nace_r2,S_T,"Other service activities, activities of households as employers",0,NULL
nace_r2,T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,1,NULL
nace_r2,T97,Activities of households as employers of domestic personnel,2,T
nace_r2,T970,Activities of households as employers of domestic personnel,3,T97
nace_r2,T9700,Activities of households as employers of domestic personnel,4,T970
nace_r2,T98,Undifferentiated goods- and services-producing activities of private households for own use,2,T
nace_r2,T981,Undifferentiated goods-producing activities of private households for own use,3,T98
nace_r2,T9810,Undifferentiated goods-producing activities of private households for own use,4,T981
nace_r2,T982,Undifferentiated service-producing activities of private households for own use,3,T98
nace_r2,T9820,Undifferentiated service-producing activities of private households for own use,4,T982
nace_r2,T98_U,Undifferentiated goods- and services-producing activities of private households for own use and activities of extraterritorial organisations and bodies,0,NULL
nace_r2,TI,Total tourism industries,0,NULL
nace_r2,TIM,Tourism industries - mainly tourism,0,NULL
nace_r2,TIP,Tourism industries - partially tourism,0,NULL
nace_r2,TI_H4931,Total tourism industries; urban and suburban passenger land transport,0,NULL
nace_r2,TI_LTR,Tourism industries - land transport,0,NULL
nace_r2,TI_TR,Total tourism industries - transport,0,NULL
nace_r2,TI_WTO,Total tourism industries; other accommodation and food service activities; real estate activities,0,NULL
nace_r2,TI_WTR,Tourism industries - water transport,0,NULL
nace_r2,TOT,Total (aggregate changing according to the context),0,NULL
nace_r2,TOTAL,Total - all NACE activities,0,NULL
nace_r2,TOTAL_HH,All NACE activities plus households,0,NULL
nace_r2,TOTAL_HH_NRES,"All NACE activities plus households, non-residents and not allocated",0,NULL
nace_r2,TOT_X_H491_H492,All NACE activities (except railways),0,NULL
nace_r2,U,Activities of extraterritorial organisations and bodies,1,NULL
nace_r2,U99,Activities of extraterritorial organisations and bodies,2,U
nace_r2,U990,Activities of extraterritorial organisations and bodies,3,U99
nace_r2,U9900,Activities of extraterritorial organisations and bodies,4,U990
nace_r2,UNK,Unknown NACE activity,0,NULL
